Country|Year|Team|Link|Value|Difference|Age|AbroadPlayers
Bulgaria|2010|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2010|€8.58m|€204k|23,4|10
Bulgaria|2010|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2010|€6.55m|€187k|25,2|16
Bulgaria|2010|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2010|€5.23m|€163k|24,5|6
Bulgaria|2010|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2010|€2.75m|€71k|24,9|2
Bulgaria|2011|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2011|€16.00m|€457k|23,3|11
Bulgaria|2011|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2011|€9.13m|€240k|24,1|6
Bulgaria|2011|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2011|€7.80m|€170k|26,4|7
Bulgaria|2011|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2011|€7.40m|€218k|25,4|12
Bulgaria|2011|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2011|€4.33m|€111k|24,5|6
Bulgaria|2012|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2012|€14.10m|€362k|26,2|8
Bulgaria|2012|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2012|€13.40m|€372k|23,2|11
Bulgaria|2012|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2012|€12.60m|€257k|26,0|10
Bulgaria|2012|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2012|€9.65m|€276k|24,9|13
Bulgaria|2012|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2012|€7.33m|€244k|24,3|6
Bulgaria|2013|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2013|€27.80m|€579k|23,5|16
Bulgaria|2013|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2013|€12.15m|€347k|24,7|11
Bulgaria|2013|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2013|€11.20m|€249k|25,2|10
Bulgaria|2013|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2013|€10.18m|€254k|24,3|8
Bulgaria|2013|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2013|€7.95m|€284k|23,6|3
Bulgaria|2014|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2014|€16.70m|€439k|23,9|11
Bulgaria|2014|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2014|€10.75m|€358k|25,3|11
Bulgaria|2014|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2014|€9.80m|€251k|23,7|9
Bulgaria|2014|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2014|€9.63m|€235k|23,9|10
Bulgaria|2014|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2014|€7.23m|€185k|24,7|6
Bulgaria|2015|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2015|€12.88m|€358k|23,3|14
Bulgaria|2015|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2015|€12.18m|€320k|24,9|8
Bulgaria|2015|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2015|€9.95m|€293k|25,6|12
Bulgaria|2015|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2015|€9.78m|€238k|25,4|10
Bulgaria|2015|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2015|€6.93m|€182k|22,7|9
Bulgaria|2016|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2016|€21.08m|€390k|23,8|22
Bulgaria|2016|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2016|€12.92m|€248k|24,5|16
Bulgaria|2016|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2016|€11.70m|€239k|25,7|14
Bulgaria|2016|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2016|€9.78m|€222k|24,5|15
Bulgaria|2016|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2016|€5.47m|€140k|22,8|7
Bulgaria|2017|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2017|€16.50m|€413k|23,2|21
Bulgaria|2017|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2017|€8.25m|€212k|24,8|10
Bulgaria|2017|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2017|€8.18m|€227k|24,7|10
Bulgaria|2017|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2017|€7.88m|€197k|24,6|19
Bulgaria|2017|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2017|€6.27m|€146k|22,5|10
Bulgaria|2018|Levski Sofia|/levski-sofia/startseite/verein/156/saison_id/2018|€18.48m|€430k|23,5|21
Bulgaria|2018|PFC Beroe Stara Zagora|/pfc-beroe-stara-zagora/startseite/verein/6764/saison_id/2018|€8.53m|€244k|24,2|12
Bulgaria|2018|Slavia Sofia|/slavia-sofia/startseite/verein/675/saison_id/2018|€6.77m|€141k|24,0|13
Bulgaria|2018|Cherno More|/cherno-more-varna/startseite/verein/967/saison_id/2018|€6.73m|€177k|24,4|9
Bulgaria|2018|Lok. Plovdiv|/lokomotive-plovdiv/startseite/verein/2259/saison_id/2018|€5.78m|€152k|23,0|20
Denmark|2009|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2009|€37.25m|€1.28m|25,0|12
Denmark|2009|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2009|€35.45m|€1.14m|23,9|11
Denmark|2009|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2009|€25.95m|€741k|23,4|16
Denmark|2009|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2009|€23.70m|€817k|25,2|10
Denmark|2009|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2009|€20.20m|€673k|23,6|10
Denmark|2009|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2009|€16.43m|€483k|23,1|10
Denmark|2009|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2009|€9.85m|€318k|23,5|4
Denmark|2010|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2010|€43.10m|€1.49m|24,9|14
Denmark|2010|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2010|€31.10m|€889k|25,2|13
Denmark|2010|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2010|€29.50m|€952k|24,2|11
Denmark|2010|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2010|€22.60m|€685k|22,2|9
Denmark|2010|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2010|€16.65m|€490k|23,2|10
Denmark|2010|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2010|€14.53m|€393k|21,8|9
Denmark|2010|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2010|€11.00m|€407k|24,1|10
Denmark|2011|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2011|€42.08m|€1.45m|24,8|14
Denmark|2011|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2011|€29.10m|€808k|23,0|10
Denmark|2011|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2011|€23.23m|€829k|24,9|11
Denmark|2011|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2011|€19.13m|€580k|22,4|11
Denmark|2011|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2011|€13.80m|€406k|22,1|7
Denmark|2011|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2011|€10.45m|€387k|23,8|6
Denmark|2011|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2011|€8.65m|€376k|24,8|7
Denmark|2012|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2012|€34.30m|€1.14m|24,5|13
Denmark|2012|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2012|€21.45m|€715k|22,7|8
Denmark|2012|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2012|€18.95m|€677k|24,8|12
Denmark|2012|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2012|€16.93m|€394k|22,4|14
Denmark|2012|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2012|€15.20m|€461k|22,4|13
Denmark|2012|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2012|€13.65m|€414k|25,4|11
Denmark|2012|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2012|€9.60m|€356k|22,5|3
Denmark|2013|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2013|€30.70m|€1.10m|24,7|14
Denmark|2013|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2013|€18.30m|€555k|22,6|13
Denmark|2013|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2013|€16.25m|€428k|22,7|9
Denmark|2013|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2013|€14.15m|€372k|23,1|14
Denmark|2013|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2013|€13.48m|€421k|23,4|12
Denmark|2013|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2013|€10.13m|€349k|22,9|4
Denmark|2013|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2013|€8.55m|€251k|24,0|9
Denmark|2014|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2014|€38.00m|€1.19m|22,7|14
Denmark|2014|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2014|€35.55m|€988k|24,3|18
Denmark|2014|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2014|€16.25m|€508k|24,2|14
Denmark|2014|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2014|€15.00m|€455k|23,9|9
Denmark|2014|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2014|€12.75m|€411k|22,8|10
Denmark|2014|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2014|€11.03m|€356k|22,8|5
Denmark|2014|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2014|€8.33m|€260k|24,9|10
Denmark|2015|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2015|€27.65m|€838k|23,7|14
Denmark|2015|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2015|€26.08m|€705k|23,6|12
Denmark|2015|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2015|€25.70m|€584k|23,6|23
Denmark|2015|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2015|€17.25m|€507k|23,7|12
Denmark|2015|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2015|€11.30m|€377k|23,2|7
Denmark|2015|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2015|€9.05m|€259k|21,0|15
Denmark|2015|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2015|€8.13m|€262k|24,4|9
Denmark|2016|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2016|€32.85m|€995k|24,1|12
Denmark|2016|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2016|€21.83m|€546k|23,0|20
Denmark|2016|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2016|€21.30m|€546k|23,5|16
Denmark|2016|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2016|€10.55m|€278k|21,2|17
Denmark|2016|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2016|€10.50m|€350k|23,1|9
Denmark|2016|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2016|€10.25m|€380k|23,3|10
Denmark|2016|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2016|€10.20m|€283k|24,7|12
Denmark|2017|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2017|€38.00m|€1.19m|25,9|17
Denmark|2017|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2017|€21.93m|€756k|22,7|15
Denmark|2017|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2017|€20.10m|€558k|23,8|18
Denmark|2017|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2017|€11.75m|€346k|22,9|11
Denmark|2017|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2017|€9.90m|€319k|23,7|8
Denmark|2017|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2017|€9.20m|€256k|21,2|10
Denmark|2017|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2017|€9.00m|€281k|24,8|11
Denmark|2018|FC Copenhagen|/fc-kopenhagen/startseite/verein/190/saison_id/2018|€29.90m|€906k|24,2|14
Denmark|2018|Bröndby IF|/brondby-if/startseite/verein/206/saison_id/2018|€27.20m|€735k|23,0|18
Denmark|2018|FC Midtjylland|/fc-midtjylland/startseite/verein/865/saison_id/2018|€26.35m|€549k|22,7|23
Denmark|2018|Aalborg BK|/aalborg-bk/startseite/verein/1053/saison_id/2018|€12.85m|€378k|22,6|8
Denmark|2018|Odense BK|/odense-boldklub/startseite/verein/173/saison_id/2018|€12.30m|€384k|23,6|6
Denmark|2018|Nordsjaelland|/fc-nordsjaelland/startseite/verein/2778/saison_id/2018|€10.50m|€300k|20,1|12
Denmark|2018|SönderjyskE|/sonderjyske/startseite/verein/5817/saison_id/2018|€9.95m|€284k|25,2|15
Sweden|2009|AIK|/aik-stockholm/startseite/verein/272/saison_id/2009|€20.73m|€797k|24,2|12
Sweden|2009|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2009|€19.50m|€650k|22,9|6
Sweden|2009|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2009|€18.85m|€628k|25,2|5
Sweden|2009|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2009|€17.20m|€538k|24,0|11
Sweden|2009|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2009|€16.85m|€624k|22,2|12
Sweden|2009|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2009|€12.85m|€476k|22,2|13
Sweden|2009|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2009|€4.79m|€184k|23,7|8
Sweden|2010|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2010|€25.02m|€736k|22,4|6
Sweden|2010|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2010|€20.18m|€611k|26,3|4
Sweden|2010|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2010|€17.00m|€567k|22,1|13
Sweden|2010|AIK|/aik-stockholm/startseite/verein/272/saison_id/2010|€13.83m|€419k|23,2|15
Sweden|2010|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2010|€13.00m|€371k|24,0|13
Sweden|2010|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2010|€12.10m|€346k|21,9|18
Sweden|2010|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2010|€8.38m|€310k|24,4|9
Sweden|2011|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2011|€24.33m|€579k|22,0|15
Sweden|2011|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2011|€21.00m|€778k|23,6|5
Sweden|2011|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2011|€19.70m|€547k|25,5|7
Sweden|2011|AIK|/aik-stockholm/startseite/verein/272/saison_id/2011|€15.53m|€518k|23,1|12
Sweden|2011|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2011|€14.60m|€417k|25,2|13
Sweden|2011|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2011|€14.18m|€417k|23,1|16
Sweden|2011|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2011|€9.10m|€364k|22,8|11
Sweden|2012|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2012|€19.55m|€575k|21,2|9
Sweden|2012|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2012|€18.98m|€499k|24,4|10
Sweden|2012|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2012|€18.20m|€628k|23,9|7
Sweden|2012|AIK|/aik-stockholm/startseite/verein/272/saison_id/2012|€15.88m|€418k|23,5|15
Sweden|2012|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2012|€12.93m|€417k|23,9|13
Sweden|2012|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2012|€11.08m|€346k|23,3|15
Sweden|2012|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2012|€7.83m|€252k|23,2|13
Sweden|2013|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2013|€18.70m|€748k|25,2|8
Sweden|2013|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2013|€16.83m|€601k|22,6|6
Sweden|2013|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2013|€15.43m|€498k|25,6|8
Sweden|2013|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2013|€13.25m|€530k|25,5|9
Sweden|2013|AIK|/aik-stockholm/startseite/verein/272/saison_id/2013|€7.82m|€411k|23,8|8
Sweden|2013|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2013|€7.30m|€304k|24,0|8
Sweden|2013|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2013|€6.08m|€338k|23,6|7
Sweden|2014|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2014|€21.03m|€584k|22,4|10
Sweden|2014|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2014|€20.88m|€803k|24,0|6
Sweden|2014|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2014|€20.25m|€614k|25,1|13
Sweden|2014|AIK|/aik-stockholm/startseite/verein/272/saison_id/2014|€13.50m|€409k|24,5|18
Sweden|2014|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2014|€9.70m|€334k|24,6|6
Sweden|2014|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2014|€8.98m|€309k|24,4|10
Sweden|2014|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2014|€6.65m|€302k|24,0|7
Sweden|2015|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2015|€23.08m|€744k|23,5|13
Sweden|2015|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2015|€18.97m|€632k|24,8|12
Sweden|2015|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2015|€14.45m|€482k|23,3|6
Sweden|2015|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2015|€13.13m|€410k|24,7|9
Sweden|2015|AIK|/aik-stockholm/startseite/verein/272/saison_id/2015|€12.80m|€356k|23,9|15
Sweden|2015|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2015|€10.93m|€364k|23,5|12
Sweden|2015|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2015|€9.38m|€302k|24,3|14
Sweden|2016|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2016|€22.63m|€611k|22,5|12
Sweden|2016|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2016|€18.95m|€451k|23,5|17
Sweden|2016|AIK|/aik-stockholm/startseite/verein/272/saison_id/2016|€17.83m|€415k|23,2|18
Sweden|2016|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2016|€14.83m|€371k|23,0|10
Sweden|2016|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2016|€14.43m|€343k|25,3|15
Sweden|2016|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2016|€12.43m|€365k|23,6|13
Sweden|2016|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2016|€10.93m|€364k|23,9|8
Sweden|2017|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2017|€27.35m|€608k|23,5|16
Sweden|2017|AIK|/aik-stockholm/startseite/verein/272/saison_id/2017|€20.93m|€465k|24,6|14
Sweden|2017|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2017|€17.23m|€453k|23,8|11
Sweden|2017|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2017|€13.65m|€427k|24,5|9
Sweden|2017|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2017|€13.03m|€334k|24,5|11
Sweden|2017|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2017|€11.70m|€300k|21,9|12
Sweden|2017|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2017|€11.33m|€298k|22,8|11
Sweden|2018|Malmö FF|/malmo-ff/startseite/verein/496/saison_id/2018|€22.28m|€602k|24,4|13
Sweden|2018|AIK|/aik-stockholm/startseite/verein/272/saison_id/2018|€19.23m|€493k|24,9|15
Sweden|2018|Djurgarden|/djurgardens-if/startseite/verein/1044/saison_id/2018|€15.65m|€423k|24,2|11
Sweden|2018|Häcken|/bk-hacken/startseite/verein/1109/saison_id/2018|€10.85m|€301k|24,8|10
Sweden|2018|Elfsborg|/if-elfsborg-boras/startseite/verein/1101/saison_id/2018|€10.48m|€299k|23,5|8
Sweden|2018|Kalmar FF|/kalmar-ff/startseite/verein/3654/saison_id/2018|€10.30m|€264k|23,0|12
Sweden|2018|IFK Göteborg|/ifk-goteborg/startseite/verein/801/saison_id/2018|€10.03m|€295k|21,6|7
Scotland|2009|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2009|€116.30m|€2.53m|23,8|32
Scotland|2009|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2009|€17.75m|€444k|21,7|12
Scotland|2009|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2009|€12.18m|€338k|24,4|12
Scotland|2009|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2009|€12.10m|€403k|25,0|12
Scotland|2009|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2009|€8.45m|€249k|21,7|14
Scotland|2010|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2010|€65.45m|€1.56m|23,5|31
Scotland|2010|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2010|€18.70m|€479k|22,1|16
Scotland|2010|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2010|€11.48m|€319k|24,2|14
Scotland|2010|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2010|€9.68m|€293k|22,4|15
Scotland|2010|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2010|€9.08m|€245k|22,7|24
Scotland|2011|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2011|€61.85m|€1.34m|22,9|32
Scotland|2011|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2011|€15.98m|€456k|23,6|14
Scotland|2011|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2011|€15.03m|€455k|25,3|11
Scotland|2011|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2011|€10.03m|€278k|23,6|25
Scotland|2011|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2011|€8.90m|€330k|23,0|14
Scotland|2012|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2012|€58.78m|€1.37m|22,2|29
Scotland|2012|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2012|€10.93m|€364k|25,0|10
Scotland|2012|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2012|€10.68m|€267k|22,8|22
Scotland|2012|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2012|€9.85m|€308k|23,5|11
Scotland|2012|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2012|€8.95m|€358k|23,6|14
Scotland|2013|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2013|€65.88m|€1.61m|22,5|27
Scotland|2013|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2013|€10.53m|€351k|24,3|13
Scotland|2013|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2013|€10.20m|€309k|25,9|12
Scotland|2013|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2013|€9.03m|€244k|24,1|20
Scotland|2013|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2013|€8.20m|€293k|23,3|9
Scotland|2014|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2014|€65.58m|€1.53m|22,9|25
Scotland|2014|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2014|€11.08m|€308k|22,7|12
Scotland|2014|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2014|€9.40m|€285k|25,2|6
Scotland|2014|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2014|€8.65m|€222k|22,9|17
Scotland|2014|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2014|€5.75m|€192k|22,0|11
Scotland|2015|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2015|€55.90m|€1.33m|23,0|24
Scotland|2015|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2015|€10.73m|€315k|23,8|15
Scotland|2015|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2015|€9.73m|€286k|25,3|9
Scotland|2015|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2015|€7.73m|€184k|22,4|13
Scotland|2015|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2015|€6.93m|€210k|23,7|15
Scotland|2016|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2016|€59.28m|€1.26m|23,0|24
Scotland|2016|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2016|€11.48m|€338k|23,1|16
Scotland|2016|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2016|€7.20m|€218k|24,6|9
Scotland|2016|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2016|€5.68m|€126k|21,4|25
Scotland|2016|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2016|€5.33m|€137k|23,5|18
Scotland|2017|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2017|€69.05m|€1.50m|23,1|22
Scotland|2017|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2017|€11.63m|€375k|24,0|16
Scotland|2017|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2017|€11.40m|€335k|23,9|8
Scotland|2017|St. Johnstone|/st-johnstone-fc/startseite/verein/2578/saison_id/2017|€7.70m|€214k|24,4|11
Scotland|2017|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2017|€6.43m|€165k|23,0|22
Scotland|2018|Celtic|/celtic-glasgow/startseite/verein/371/saison_id/2018|€87.45m|€1.90m|23,6|26
Scotland|2018|Motherwell FC|/motherwell-fc/startseite/verein/987/saison_id/2018|€14.05m|€287k|23,2|29
Scotland|2018|Aberdeen FC|/aberdeen-fc/startseite/verein/370/saison_id/2018|€11.90m|€350k|23,5|17
Scotland|2018|Kilmarnock FC|/kilmarnock-fc/startseite/verein/2553/saison_id/2018|€11.53m|€339k|24,5|12
